"Date","Price, EUR/MWh"
"22.01.2025","48.69"
"23.01.2025","48.67"
"24.01.2025","49.46"
"25.01.2025","49.46"
"26.01.2025","49.46"
"27.01.2025","47.71"
"28.01.2025","48.35"
"29.01.2025","51.41"
"30.01.2025","51.90"
"31.01.2025","53.66"
"01.02.2025","53.66"
"02.02.2025","53.66"
"03.02.2025","53.98"
"04.02.2025","52.02"
"05.02.2025","53.70"
"06.02.2025","54.52"
"07.02.2025","55.64"
"08.02.2025","55.64"
"09.02.2025","55.64"
"10.02.2025","58.36"
"11.02.2025","57.58"
"12.02.2025","55.95"
"13.02.2025","51.89"
"14.02.2025","51.48"
"15.02.2025","51.48"
"16.02.2025","51.48"
"17.02.2025","48.45"
"18.02.2025","49.56"
"19.02.2025","47.64"
"20.02.2025","47.02"
"21.02.2025","46.00"
"22.02.2025","46.00"
"23.02.2025","46.00"
"24.02.2025","46.90"
"25.02.2025","43.84"
"26.02.2025","41.40"
"27.02.2025","45.39"
"28.02.2025","44.74"
"01.03.2025","44.74"
"02.03.2025","44.74"
"03.03.2025","45.61"
"04.03.2025","43.56"
"05.03.2025","41.02"
"06.03.2025","37.56"
"07.03.2025","39.59"
"08.03.2025","39.59"
"09.03.2025","39.59"
"10.03.2025","41.66"
"11.03.2025","43.19"
"12.03.2025","42.46"
"13.03.2025","41.25"
"14.03.2025","42.01"
"15.03.2025","42.01"
"16.03.2025","42.01"
"17.03.2025","41.21"
"18.03.2025","39.92"
"19.03.2025","42.67"
"20.03.2025","41.90"
"21.03.2025","42.02"
"22.03.2025","42.02"
"23.03.2025","42.02"
"24.03.2025","42.11"
"25.03.2025","41.01"
"26.03.2025","40.62"
"27.03.2025","40.79"
"28.03.2025","39.76"
"29.03.2025","39.76"
"30.03.2025","39.76"
"31.03.2025","40.59"
"01.04.2025","42.11"
"02.04.2025","41.11"
"03.04.2025","39.54"
"04.04.2025","36.79"
"05.04.2025","36.79"
"06.04.2025","36.79"
"07.04.2025","35.77"
"08.04.2025","35.83"
"09.04.2025","33.70"
"10.04.2025","33.26"
"11.04.2025","33.16"
"12.04.2025","33.16"
"13.04.2025","33.16"
"14.04.2025","34.44"
"15.04.2025","34.26"
"16.04.2025","35.65"
"17.04.2025","35.44"
"18.04.2025","35.44"
"19.04.2025","35.44"
"20.04.2025","35.44"
"21.04.2025","35.44"
"22.04.2025","34.20"
"23.04.2025","34.27"
"24.04.2025","33.49"
"25.04.2025","31.91"
"26.04.2025","31.91"
"27.04.2025","31.91"
"28.04.2025","31.86"
"29.04.2025","31.49"
"30.04.2025","31.79"
"01.05.2025","31.68"
"02.05.2025","33.02"
"03.05.2025","33.02"
"04.05.2025","33.02"
"05.05.2025","33.02"
"06.05.2025","34.71"
"07.05.2025","34.29"
"08.05.2025","35.31"
"09.05.2025","34.34"
"10.05.2025","34.34"
"11.05.2025","34.34"
"12.05.2025","35.31"
"13.05.2025","35.21"
"14.05.2025","34.52"
"15.05.2025","34.90"
"16.05.2025","34.81"
"17.05.2025","34.81"
"18.05.2025","34.81"
"19.05.2025","34.92"
"20.05.2025","37.36"
"21.05.2025","36.62"
"22.05.2025","36.01"
"23.05.2025","36.16"
"24.05.2025","36.16"
"25.05.2025","36.16"
"26.05.2025","36.16"
"27.05.2025","36.58"
"28.05.2025","36.31"
"29.05.2025","34.59"
"30.05.2025","33.66"
"31.05.2025","33.66"
"01.06.2025","33.66"
"02.06.2025","34.65"
"03.06.2025","35.48"
"04.06.2025","35.38"
"05.06.2025","36.19"
"06.06.2025","35.89"
"07.06.2025","35.89"
"08.06.2025","35.89"
"09.06.2025","35.34"
"10.06.2025","34.60"
"11.06.2025","35.45"
"12.06.2025","36.00"
"13.06.2025","37.41"
"14.06.2025","37.41"
"15.06.2025","37.41"
"16.06.2025","37.56"
"17.06.2025","38.85"
"18.06.2025","38.34"
"19.06.2025","41.41"
"20.06.2025","40.27"
"21.06.2025","40.27"
"22.06.2025","40.27"
"23.06.2025","39.92"
"24.06.2025","35.27"
"25.06.2025","35.17"
"26.06.2025","33.21"
"27.06.2025","32.54"
"28.06.2025","32.54"
"29.06.2025","32.54"
"30.06.2025","32.60"
"01.07.2025","32.99"
"02.07.2025","32.61"
"03.07.2025","32.91"
"04.07.2025","32.66"
"05.07.2025","32.66"
"06.07.2025","32.66"
"07.07.2025","33.14"
"08.07.2025","34.11"
"09.07.2025","34.27"
"10.07.2025","34.48"
"11.07.2025","35.01"
"12.07.2025","35.01"
"13.07.2025","35.01"
"14.07.2025","34.56"
"15.07.2025","33.66"
"16.07.2025","34.11"
"17.07.2025","34.15"
"18.07.2025","32.84"
"19.07.2025","32.84"
"20.07.2025","32.84"
"21.07.2025","32.73"
"22.07.2025","32.83"
"23.07.2025","32.50"
"24.07.2025","31.99"
"25.07.2025","31.66"
"26.07.2025","31.66"
"27.07.2025","31.66"
"28.07.2025","32.38"
"29.07.2025","33.36"
"30.07.2025","33.83"
"31.07.2025","34.14"
"01.08.2025","32.64"
"02.08.2025","32.64"
"03.08.2025","32.64"
"04.08.2025","33.02"
"05.08.2025","33.39"
"06.08.2025","32.71"
"07.08.2025","32.24"
"08.08.2025","31.41"
"09.08.2025","31.41"
"10.08.2025","31.41"
"11.08.2025","32.26"
"12.08.2025","31.69"
"13.08.2025","32.48"
"14.08.2025","31.77"
"15.08.2025","30.59"
"16.08.2025","30.59"
"17.08.2025","30.59"
"18.08.2025","30.51"
"19.08.2025","30.70"
"20.08.2025","32.00"
"21.08.2025","33.20"
"22.08.2025","33.11"
"23.08.2025","33.11"
"24.08.2025","33.11"
"25.08.2025","33.11"
"26.08.2025","33.26"
"27.08.2025","32.62"
"28.08.2025","31.64"
"29.08.2025","31.09"
"30.08.2025","31.09"
"31.08.2025","31.09"
"01.09.2025","31.86"
"02.09.2025","31.34"
"03.09.2025","31.04"
"04.09.2025","31.85"
"05.09.2025","31.24"
"06.09.2025","31.24"
"07.09.2025","31.24"
"08.09.2025","32.90"
"09.09.2025","33.04"
"10.09.2025","32.83"
"11.09.2025","31.52"
"12.09.2025","32.15"
"13.09.2025","32.15"
"14.09.2025","32.15"
"15.09.2025","31.81"
"16.09.2025","31.82"
"17.09.2025","32.01"
"18.09.2025","32.46"
"19.09.2025","31.82"
"20.09.2025","31.82"
"21.09.2025","31.82"
"22.09.2025","32.04"
"23.09.2025","32.56"
"24.09.2025","31.89"
"25.09.2025","32.45"
"26.09.2025","32.30"
"27.09.2025","32.30"
"28.09.2025","32.30"
"29.09.2025","31.93"
"30.09.2025","31.39"
"01.10.2025","32.01"
"02.10.2025","31.06"
"03.10.2025","30.89"
"04.10.2025","30.89"
"05.10.2025","30.89"
"06.10.2025","33.89"
"07.10.2025","33.67"
"08.10.2025","32.58"
"09.10.2025","32.29"
"10.10.2025","32.65"
"11.10.2025","32.65"
"12.10.2025","32.65"
"13.10.2025","32.16"
"14.10.2025","32.06"
"15.10.2025","32.20"
"16.10.2025","32.58"
"17.10.2025","31.91"
"18.10.2025","31.91"
"19.10.2025","31.91"
"20.10.2025","31.39"
"21.10.2025","32.33"
"22.10.2025","31.89"
"23.10.2025","32.49"
"24.10.2025","32.10"
"25.10.2025","32.10"
"26.10.2025","32.10"
"27.10.2025","31.43"
"28.10.2025","31.73"
"29.10.2025","31.61"
"30.10.2025","30.56"
"31.10.2025","30.34"
"01.11.2025","30.34"
"02.11.2025","30.34"
"03.11.2025","31.14"
"04.11.2025","31.90"
"05.11.2025","31.55"
"06.11.2025","31.52"
"07.11.2025","31.18"
"08.11.2025","31.18"
"09.11.2025","31.18"
"10.11.2025","30.24"
"11.11.2025","29.98"
"12.11.2025","30.15"
"13.11.2025","29.90"
"14.11.2025","30.74"
"15.11.2025","30.74"
"16.11.2025","30.74"
"17.11.2025","31.49"
"18.11.2025","31.64"
"19.11.2025","30.94"
"20.11.2025","31.39"
"21.11.2025","30.50"
"22.11.2025","30.50"
"23.11.2025","30.50"
"24.11.2025","30.25"
"25.11.2025","29.90"
"26.11.2025","29.50"
"27.11.2025","28.95"
"28.11.2025","28.80"
"29.11.2025","28.80"
"30.11.2025","28.80"
"01.12.2025","28.38"
"02.12.2025","28.31"
"03.12.2025","28.32"
"04.12.2025","27.05"
"05.12.2025","26.71"
"06.12.2025","26.71"
"07.12.2025","26.71"
"08.12.2025","26.56"
"09.12.2025","27.38"
"10.12.2025","26.75"
"11.12.2025","27.15"
"12.12.2025","27.56"
"13.12.2025","27.56"
"14.12.2025","27.56"
"15.12.2025","27.51"
"16.12.2025","26.95"
"17.12.2025","26.95"
"18.12.2025","27.09"
"19.12.2025","28.15"
"20.12.2025","28.15"
"21.12.2025","28.15"
"22.12.2025","27.54"
"23.12.2025","27.68"
"24.12.2025","28.35"
"25.12.2025","28.35"
"26.12.2025","28.35"
"27.12.2025","28.35"
"28.12.2025","28.35"
"29.12.2025","28.81"
"30.12.2025","27.88"
"31.12.2025","28.15"
"01.01.2026","28.15"
"02.01.2026","29.48"
"03.01.2026","29.48"
"04.01.2026","29.48"
"05.01.2026","28.25"
"06.01.2026","28.84"
"07.01.2026","29.24"
"08.01.2026","28.24"
"09.01.2026","28.96"
"10.01.2026","28.96"
"11.01.2026","28.96"
"12.01.2026","30.49"
"13.01.2026","31.56"
"14.01.2026","32.09"
"15.01.2026","33.50"
"16.01.2026","38.45"
"17.01.2026","38.45"
"18.01.2026","38.45"
"19.01.2026","36.66"
"20.01.2026","35.99"
"21.01.2026","40.19"
"22.01.2026","38.40"
"23.01.2026","40.54"
"24.01.2026","40.54"
"25.01.2026","40.54"
"26.01.2026","40.65"
"27.01.2026","39.79"
"28.01.2026","39.60"
"29.01.2026","40.26"
"30.01.2026","40.64"
"31.01.2026","40.64"
"01.02.2026","40.64"
"02.02.2026","34.34"
"03.02.2026","33.86"
"04.02.2026","34.20"
"05.02.2026","34.42"
"06.02.2026","36.35"
"07.02.2026","36.35"
"08.02.2026","36.35"
"09.02.2026","33.73"
"10.02.2026","31.59"
"11.02.2026","31.98"
"12.02.2026","32.74"
"13.02.2026","32.02"
"14.02.2026","32.02"
"15.02.2026","32.02"
"16.02.2026","30.91"
"17.02.2026","29.96"
"18.02.2026","31.19"
"19.02.2026","32.69"
"20.02.2026","30.73"
"21.02.2026","30.73"
"22.02.2026","30.73"
"23.02.2026","31.76"
"24.02.2026","30.46"
"25.02.2026","30.39"
"26.02.2026","31.35"
"27.02.2026","32.14"
"28.02.2026","32.14"
"01.03.2026","32.14"
"02.03.2026","43.90"
"03.03.2026","53.49"
"04.03.2026","46.80"
"05.03.2026","49.77"
"06.03.2026","51.33"
"07.03.2026","51.33"
"08.03.2026","51.33"
"09.03.2026","55.76"
"10.03.2026","46.60"
"11.03.2026","48.33"
"12.03.2026","50.12"
"13.03.2026","50.24"
"14.03.2026","50.24"
"15.03.2026","50.24"
"16.03.2026","51.14"
"17.03.2026","51.09"
"18.03.2026","53.86"
"19.03.2026","61.11"
"20.03.2026","58.11"
"21.03.2026","58.11"
"22.03.2026","58.11"
"23.03.2026","56.69"
"24.03.2026","52.74"
"25.03.2026","52.34"
"26.03.2026","55.48"
"27.03.2026","54.55"
"28.03.2026","54.55"
"29.03.2026","54.55"
"30.03.2026","55.12"
"31.03.2026","51.35"
"01.04.2026","48.54"
"02.04.2026","50.09"
"03.04.2026","50.09"
"04.04.2026","50.09"
"05.04.2026","50.09"
"06.04.2026","50.09"
"07.04.2026","52.83"
"08.04.2026","46.11"
